0,2,3,4
1,1,1,36
2,1,2,36
3,2,1,36
4,2,2,36
5,3,1,36
6,3,2,36
7,4,1,36
8,4,2,36
9,5,1,36
10,5,2,36
1,6,1,36
2,6,2,36
3,7,1,36
4,7,2,36
1,1,1,36
2,1,2,36
3,1,3,36
4,1,4,36
5,1,5,36
6,1,6,36
7,1,7,36
8,1,8,36
9,1,9,36
10,1,10,36
11,1,11,36
12,1,12,36
13,1,13,36
14,1,14,36
15,1,15,36
16,1,16,36
17,1,17,36
18,1,18,36
19,1,19,36
20,1,20,36
21,1,21,36
22,1,22,36
23,1,23,36
24,1,24,36
25,1,25,36
26,1,26,36
27,1,27,36
28,1,28,36
29,1,29,36
30,1,30,36
31,1,31,36
32,1,32,36
33,1,33,36
34,1,34,36
35,1,35,36
36,1,36,36
37,1,37,36
38,1,38,36
39,1,39,36
40,1,40,36
41,1,41,36
42,1,42,36
43,1,43,36
44,1,44,36
45,1,45,36
46,1,46,36
47,1,47,36
48,1,48,36
49,1,49,36
50,1,50,36
51,1,51,36
52,1,52,36
53,1,53,36
54,1,54,36
55,1,55,36
56,1,56,36
57,1,57,36
58,1,58,36
59,1,59,36
60,1,60,36
61,1,61,36
62,1,62,36
63,1,63,36
64,1,64,36
65,1,65,36
66,1,66,36
67,1,67,36
68,1,68,36
69,1,69,36
70,1,70,36
71,1,71,36
72,1,72,36
73,1,73,36
74,1,74,36
75,1,75,36
76,1,76,36
77,1,77,36
78,1,78,36
79,1,79,36
80,1,80,36
81,1,81,36
82,1,82,36
83,1,83,36
84,1,84,36
85,1,85,36
86,1,86,36
87,1,87,36
88,1,88,36
89,1,89,36
90,1,90,36
91,1,91,36
92,1,92,36
93,1,93,36
94,1,94,36
95,1,95,36
96,1,96,36
97,1,97,36
98,1,98,36
99,1,99,36
100,1,100,36
101,1,101,36
102,1,102,36
103,1,103,36
104,1,104,36
105,1,105,36
106,1,106,36
107,1,107,36
108,1,108,36
109,1,109,36
110,1,110,36
111,1,111,36
112,1,112,36
113,1,113,36
114,1,114,36
115,1,115,36
116,1,116,36
117,1,117,36
118,1,118,36
119,1,119,36
120,1,120,36
121,1,121,36
122,1,122,36
123,1,123,36
124,1,124,36
125,1,125,36
126,1,126,36
127,1,127,36
128,1,128,36
129,1,129,36
130,1,130,36
131,1,131,36
132,1,132,36
133,1,133,36
